timestamp,inputs,outputs[1],outputs[2],outputs[3],outputs[4],time
2020-10-22 16:21:49.316089,0.0,9.900000031706817,0.09999996829318347,0.0,0.0,0.0
2020-10-22 16:21:49.419414,0.0,9.830908657760922,0.19999304167657272,0.0,0.0,0.001
2020-10-22 16:21:49.526642,0.0,9.764790934386207,0.29998455707581756,0.0,0.0,0.0020000001
2020-10-22 16:21:49.643017,0.0,9.701613590432103,0.3999743565904872,0.0,0.0,0.003
2020-10-22 16:21:49.750036,0.0,9.64134045376267,0.49996228232339895,0.0,0.0,0.0040000002
2020-10-22 16:21:49.857204,0.0,9.583932489431726,0.5999481763793685,0.0,0.0,0.0049999999
2020-10-22 16:21:49.969252,0.0,9.529347834637038,0.6999318808680924,0.0,0.0,0.0060000001
2020-10-22 16:21:50.073865,0.0,9.477541845290066,0.7999132379005356,0.0,0.0,0.0070000002
2020-10-22 16:21:50.186246,0.0,9.428467135713776,0.8998920895926833,0.0,0.0,0.0080000004
2020-10-22 16:21:50.290994,0.0,9.382073627801397,0.9998682780639763,0.0,0.0,0.0089999996
2020-10-22 16:21:50.404055,0.0,9.338308597170043,1.0998416454412034,0.0,0.0,0.0099999998
2020-10-22 16:21:50.507068,0.0,9.297116733482207,1.1998120338499663,0.0,0.0,0.0109999999
2020-10-22 16:21:50.633039,0.0,9.258440187025602,1.2997792854236345,0.0,0.0,0.0120000001
2020-10-22 16:21:50.741055,0.0,9.222218629366266,1.3997432422999037,0.0,0.0,0.0130000003
2020-10-22 16:21:50.840178,0.0,9.188389312283519,1.499703746621978,0.0,0.0,0.0140000004
2020-10-22 16:21:50.951942,0.0,9.156887129875532,1.5996606405388827,0.0,0.0,0.0149999997
2020-10-22 16:21:51.055304,0.0,9.127644681658552,1.6996137662080848,0.0,0.0,0.0160000008
2020-10-22 16:21:51.174169,0.0,9.100592346546264,1.7995629657829675,0.0,0.0,0.0170000009
2020-10-22 16:21:51.268102,0.0,9.075658339728175,1.8995080814339174,0.0,0.0,0.0179999992
2020-10-22 16:21:51.382034,0.0,9.05276878849595,1.9994489553417005,0.0,0.0,0.0189999994
2020-10-22 16:21:51.495252,0.0,9.031847814241853,2.099385429678063,0.0,0.0,0.0199999996
2020-10-22 16:21:51.590635,0.0,9.012817595989171,2.199317346629608,0.0,0.0,0.0209999997
2020-10-22 16:21:51.694012,0.0,8.99559845112587,2.2992445483906137,0.0,0.0,0.0219999999
2020-10-22 16:21:51.804145,0.0,8.980108914736487,2.399166877161863,0.0,0.0,0.023
2020-10-22 16:21:51.905226,0.0,8.966265819445937,2.499084175152807,0.0,0.0,0.0240000002
2020-10-22 16:21:52.009849,0.0,8.95398437832599,2.598996284579836,0.0,0.0,0.0250000004
2020-10-22 16:21:52.116526,0.0,8.943178268227136,2.698903047668028,0.0,0.0,0.0260000005
2020-10-22 16:21:52.222532,0.0,8.933759715159116,2.7988043066514625,0.0,0.0,0.0270000007
2020-10-22 16:21:52.346567,0.0,8.92563958148054,2.89869990377181,0.0,0.0,0.0280000009
2020-10-22 16:21:52.463675,0.0,8.918727453601798,2.998589681280224,0.0,0.0,0.0289999992
2020-10-22 16:21:52.583925,0.0,8.912931729477549,3.098473481448555,0.0,0.0,0.0299999993
2020-10-22 16:21:52.684991,0.0,8.908159715340055,3.198351146536,0.0,0.0,0.0309999995
2020-10-22 16:21:52.789089,0.0,8.904317711184087,3.298222518821424,0.0,0.0,0.0320000015
2020-10-22 16:21:52.905152,0.0,8.901311106707814,3.3980874405824824,0.0,0.0,0.0329999998
2020-10-22 16:21:53.015389,0.0,8.899044469204163,3.4979457541429437,0.0,0.0,0.0340000018
2020-10-22 16:21:53.129848,0.0,8.89742164769148,3.597797301788111,0.0,0.0,0.0350000001
2020-10-22 16:21:53.231760,0.0,8.896345857724212,3.697641925864039,0.0,0.0,0.0359999985
2020-10-22 16:21:53.346940,0.0,8.89571978442682,3.797479468702259,0.0,0.0,0.0370000005
2020-10-22 16:21:53.444333,0.0,8.895445677117388,3.897309772619823,0.0,0.0,0.0379999988
2020-10-22 16:21:53.560655,0.0,8.89542544234524,3.9971326799980837,0.0,0.0,0.0390000008
2020-10-22 16:21:53.655854,0.0,8.895560745283502,4.096948033175338,0.0,0.0,0.0399999991
2020-10-22 16:21:53.762711,0.0,8.895753103901125,4.196755674557715,0.0,0.0,0.0410000011
2020-10-22 16:21:53.872936,0.0,8.895903987880414,4.296555446506452,0.0,0.0,0.0419999994
2020-10-22 16:21:53.991917,0.0,8.895914915894604,4.396347191453447,0.0,0.0,0.0430000015
2020-10-22 16:21:54.086212,0.0,8.895687551581833,4.49613075178305,0.0,0.0,0.0439999998
2020-10-22 16:21:54.196890,0.0,8.895123803620343,4.595905969954736,0.0,0.0,0.0450000018
2020-10-22 16:21:54.307802,0.0,8.894125918371364,4.695672688378613,0.0,0.0,0.0460000001
2020-10-22 16:21:54.411431,0.0,8.892596582222872,4.795430749541106,0.0,0.0,0.0469999984
2020-10-22 16:21:54.515000,0.0,8.890439013143203,4.895179995911158,0.0,0.0,0.0480000004
2020-10-22 16:21:54.620339,0.0,8.887557054916574,4.994920269938138,0.0,0.0,0.0489999987
2020-10-22 16:21:54.727743,0.0,8.883855280409843,5.094651414151982,0.0,0.0,0.0500000007
2020-10-22 16:21:54.845127,0.0,8.879239074482296,5.19437327102948,0.0,0.0,0.050999999
2020-10-22 16:21:54.939385,0.0,8.873614740340559,5.294085683130818,0.0,0.0,0.0520000011
2020-10-22 16:21:55.046059,0.0,8.866889577827823,5.3937884929602316,0.0,0.0,0.0529999994
2020-10-22 16:21:55.162882,0.0,8.858971990994958,5.493481543110101,0.0,0.0,0.0540000014
2020-10-22 16:21:55.273978,0.0,8.849771561363942,5.593164676115043,0.0,0.0,0.0549999997
2020-10-22 16:21:55.370899,0.0,8.839199155726977,5.692837734598722,0.0,0.0,0.0560000017
2020-10-22 16:21:55.474927,0.0,8.827166994631021,5.792500561126159,0.0,0.0,0.057
2020-10-22 16:21:55.582264,0.0,8.813588760103325,5.892152998354249,0.0,0.0,0.0579999983
2020-10-22 16:21:55.693600,0.0,8.798379664950742,5.991794888918728,0.0,0.0,0.0590000004
2020-10-22 16:21:55.797559,0.0,8.781456535159583,6.091426075431008,0.0,0.0,0.0599999987
2020-10-22 16:21:55.898967,0.0,8.762737911827882,6.191046400600761,0.0,0.0,0.0610000007
2020-10-22 16:21:56.001276,0.0,8.742144105244991,6.290655707073367,0.0,0.0,0.061999999
2020-10-22 16:21:56.109272,0.0,8.719597301005313,6.39025383759315,0.0,0.0,0.063000001
2020-10-22 16:21:56.213942,0.0,8.69502160864456,6.489840634839377,0.0,0.0,0.064000003
2020-10-22 16:21:56.483146,0.0,8.668343158224099,6.589415941550273,0.0,0.0,0.0649999976
2020-10-22 16:21:56.604998,0.0,8.639490182655502,6.688979600568984,0.0,0.0,0.0659999996
2020-10-22 16:21:56.699589,0.0,8.608393040148743,6.7885314545846605,0.0,0.0,0.0670000017
2020-10-22 16:21:56.814498,0.0,8.57498433087014,6.888071346389505,0.0,0.0,0.0680000037
2020-10-22 16:21:56.928172,0.0,8.539198948481152,6.987599118796999,0.0,0.0,0.0689999983
2020-10-22 16:21:57.025060,0.0,8.50097416213343,7.087114614730006,0.0,0.0,0.0700000003
2020-10-22 16:21:57.128548,0.0,8.460249624381122,7.18661767694908,0.0,0.0,0.0710000023
2020-10-22 16:21:57.244562,0.0,8.416967484814533,7.286108148324676,0.0,0.0,0.0719999969
2020-10-22 16:21:57.342386,0.0,8.37107244901792,7.385585871842046,0.0,0.0,0.0729999989
2020-10-22 16:21:57.448992,0.0,8.322511775091607,7.485050690317906,0.0,0.0,0.074000001
2020-10-22 16:21:57.566267,0.0,8.2712353833849,7.584502446681787,0.0,0.0,0.075000003
2020-10-22 16:21:57.670183,0.0,8.21719588775664,7.683940983886463,0.0,0.0,0.0759999976
2020-10-22 16:21:58.121051,0.0,8.160348662618,7.783366145003845,0.0,0.0,0.0769999996
2020-10-22 16:21:58.234560,0.0,8.100651824909605,7.882777772929003,0.0,0.0,0.0780000016
2020-10-22 16:21:58.337699,0.0,8.03806633775673,7.9821757106767794,0.0,0.0,0.0790000036
